ACC1002V1,0
ACC1002V2,0
ACC1002V3,0
ACC1002V01,0
ACC1002V02,0
ACC1002V03,0
ACC1002V04,0
ACC1002V05,0
ACC1002V06,0
ACC1002V07,0
ACC1002V08,0
ACC1002V09,0
ACC1002V10,0
ACC1002V11,0
ACC1002V12,0
ACC1002V13,0
ACC1002V14,0
ACC1006J1,0
ACC1006J2,1
ACC1006J3,0
ACC1701V1,0
ACC1701V2,0
ACC1701V3,0
ACC1701V01,0
ACC1701V02,0
ACC1701V03,0
ACC1701V04,0
ACC1701V05,0
ACC1701V06,0
ACC1701V07,0
ACC1701V08,0
ACC1701V09,0
ACC1701V10,0
ACC1701V11,0
ACC1701V12,0
ACC1701V13,0
ACC1701V14,0
ACC2002B1,0
ACC2002B10,0
ACC2002B11,0
ACC2002B2,0
ACC2002B3,0
ACC2002B4,0
ACC2002B5,0
ACC2002B6,0
ACC2002B7,0
ACC2002B8,0
ACC2002B9,0
ACC3601A1,0
ACC3601A2,0
ACC3601A3,0
ACC3602K1,0
ACC3602K2,0
ACC3602K3,0
ACC3603C1,0
ACC3603C2,0
ACC3603C3,0
ACC3604D1,0
ACC3604D2,0
ACC3604D3,0
ACC3605E1,0
ACC3605E2,0
ACC3605E3,0
ACC3606J1,0
ACC3606J1,0
ACC3606J2,0
ACC3606J2,0
ACC3606J3,0
ACC3606J3,0
ACC3611F1,0
ACC3611F2,0
ACC3611F3,0
ACC3612F1,0
ACC3612F2,0
ACC3612F3,0
ACC3613H1,0
ACC3614G1,0
ACC3614G2,0
ACC3614G3,0
ACC3616F1,0
ACC3616F2,0
ACC3616F3,0
ACC3619K1,0
ACC3619K2,0
ACC3619K3,0
ACC4611K1,0
ACC4612AA1,0
ACC4613K1,0
ACC4613K2,0
ACC4615H1,0
ACC4619,0
ACC4629,0
ACC5001E1,0
BSP1004A1,0.19753086419753085
BSP1004A10,0
BSP1004A2,0.7654320987654321
BSP1004A3,0
BSP1004A4,0
BSP1004A5,0.03703703703703703
BSP1004A6,0
BSP1004A7,0
BSP1004A8,0
BSP1004A9,0
BSP1005D1,1
BSP1005D2,0
BSP1005D3,0
BSP1005D01,0
BSP1005D02,0
BSP1005D03,0
BSP1005D04,0
BSP1005D05,0
BSP1005D06,0
BSP1005D09,0
BSP1005D10,0
BSP1005D11,0
BSP1005D12,0
BSP1005D13,0
BSP1005D14,0
BSP1005D15,0
BSP1005D16,0
BSP1005D20,0
BSP1005D21,0
BSP1005D22,0
BSP1005D23,0
BSP1702A1,0
BSP1702A10,0
BSP1702A2,0
BSP1702A3,0
BSP1702A4,0
BSP1702A5,0
BSP1702A6,0
BSP1702A7,0
BSP1702A8,0
BSP1702A9,0
BSP1703D1,0
BSP1703D2,0
BSP1703D3,0
BSP1703D01,0
BSP1703D02,0
BSP1703D03,0
BSP1703D04,0
BSP1703D05,0
BSP1703D06,0
BSP1703D09,0
BSP1703D10,0
BSP1703D11,0
BSP1703D12,0
BSP1703D13,0
BSP1703D14,0
BSP1703D15,0
BSP1703D16,0
BSP1703D20,0
BSP1703D21,0
BSP1703D22,0
BSP1703D23,0
BSP2001X1,0
BSP2001X2,0
BSP2001X02,0
BSP2001X03,0
BSP2001X05,0
BSP2001X06,0
BSP2001X07,0
BSP2001X08,0
BSP2001X09,0
BSP2001X10,0
BSP2001X11,0
BSP2001X12,0
BSP2001X13,0
BSP2001X14,0
BSP2001X15,0
BSP2005E1,0
BSP2005E2,0
BSP2005E02,0
BSP2005E03,0
BSP2005E04,0
BSP2005E05,0
BSP2005E06,0
BSP2005E07,0
BSP2005E08,0
BSP2005E09,0
BSP2005E10,0
BSP2005E11,0
BSP2005E12,0
BSP2005E14,0
BSP2005E15,0
BSP3001A1,0
BSP3001A2,0
BSP3001A3,0
BSP3001A4,0
BSP3513V1,0
BSP3516B1,0
BSP4513B1,0
DSC1007B1,0
DSC1007B10,0.691358024691358
DSC1007B2,0.30864197530864196
DSC1007B3,0
DSC1007B4,0
DSC1007B5,0
DSC1007B6,0
DSC1007B7,0
DSC1007B8,0
DSC1007B9,0
DSC2006F1,0
DSC2006F2,0
DSC2006F01,0
DSC2006F02,0
DSC2006F03,0
DSC2006F04,0
DSC2006F05,0
DSC2006F06,0
DSC2006F07,0
DSC2006F08,0
DSC2006F09,0
DSC2006F10,0
DSC2008A1,0
DSC2008A1,0
DSC2008A2,0
DSC2008A2,0
DSC2008A01,0
DSC2008A01,0
DSC2008A02,0
DSC2008A02,0
DSC2008A03,0
DSC2008A03,0
DSC2008A04,0
DSC2008A04,0
DSC2008A05,0
DSC2008A05,0
DSC2008A06,0
DSC2008A06,0
DSC2008A07,0
DSC2008A07,0
DSC2008A08,0
DSC2008A08,0
DSC2008A09,0
DSC2008A09,0
DSC2008A10,0
DSC2008A10,0
DSC2008A11,0
DSC2008A11,0
DSC3201A1,0
DSC3201A2,0
DSC3201A3,0
DSC3202B1,0
